"Org_Name","Org_Cat_Description","Catorg_ID","Typorg_ID","Org_ID","A_Infotype","X_index","X_parent_index","Need","Value"
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"Team Rubicon UK","",16,162,1621,21,100,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","0"
"Not Defined","",13,,,23,102,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","1"
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","1"
"Humanity Road","",16,162,1621,23,104,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","0"
"UNEP","",15,152,1521,23,105,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","0"
"Not Defined","",16,162,1621,21,106,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","1"
"IFRC","",15,151,1512,21,108,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","1"
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","1"
"Not Defined","",,,,23,112,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"FB1_INFO_PRODUCTS_FINANCEINFO",
"Not Defined","",15,153,,23,114,-1,"FB1_INFO_PRODUCTS_FINANCEINFO","0"
"WFP","",15,152,1522,21,1,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"THW Germany","",18,183,1834,21,9,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"WFP","",15,152,1522,21,10,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA","",15,152,1521,21,15,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA","",15,,,21,17,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"WIPO security","UN agency",15,152,1522,23,18,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"UNDP","",15,152,1522,23,23,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Deutsche Post DHL Group","",12,121,,23,24,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Ericsson Response","",12,121,,23,27,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Not Defined","",15,152,1522,22,28,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"FAO","",15,152,1522,23,29,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"UNDAC","",15,152,1522,22,30,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Google","",12,121,,23,31,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Not Defined","",15,152,1522,23,32,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Not Defined","",12,121,,21,33,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Not Defined","",11,112,1121,21,34,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA","",15,152,1521,,35,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"CANADEM","",16,162,1621,21,38,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA FCSS","",15,152,1521,23,41,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"UNOCHA","",15,152,1521,23,42,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"French civil protection directorate","",18,183,1831,23,44,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"OCHA","",15,152,1521,23,46,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"OCHA","",15,152,1521,23,48,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"FAO","",15,152,1522,23,49,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Rescue South Africa","",16,162,1621,23,51,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"UNOCHA","",15,152,1521,23,56,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"ocha","",15,152,1521,21,57,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA","",15,152,1521,23,58,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Not Defined","",15,152,1521,21,62,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"OCHA Rolac","",15,152,1521,23,65,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Nus / ihp","",18,183,1834,22,66,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA","",15,152,1521,23,67,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"@Fire","",,,,21,70,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"THW","",15,153,,21,71,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Hellenic Fire Service","",18,183,1831,21,74,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"MERCY Malaysia","",16,162,1622,21,76,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"European Commission (ECHO)","",11,112,1122,21,80,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"INTERSOS","",16,162,1623,21,82,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"OCHA/UNEP","",15,152,1521,23,85,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Bomberos Quito","",18,,,21,86,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Civile protection","",18,183,1831,21,88,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"Civil protection Belgium","",15,153,,21,90,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"SDC (GIAR)","",11,112,1121,23,92,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"UK ISAR","",18,183,1831,21,94,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Team Rubicon UK","",16,162,1621,21,100,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Not Defined","",13,,,23,102,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Humanity Road","",16,162,1621,23,104,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"UNEP","",15,152,1521,23,105,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Not Defined","",16,162,1621,21,106,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"IFRC","",15,151,1512,21,108,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"FB1_INFO_PRODUCTS_CAPACITY","1"
"Not Defined","",,,,23,112,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"FB1_INFO_PRODUCTS_CAPACITY",
"Not Defined","",15,153,,23,114,-1,"FB1_INFO_PRODUCTS_CAPACITY","0"
"WFP","",15,152,1522,21,1,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"THW Germany","",18,183,1834,21,9,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"WFP","",15,152,1522,21,10,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA","",15,152,1521,21,15,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA","",15,,,21,17,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"WIPO security","UN agency",15,152,1522,23,18,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"UNDP","",15,152,1522,23,23,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Deutsche Post DHL Group","",12,121,,23,24,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Ericsson Response","",12,121,,23,27,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Not Defined","",15,152,1522,22,28,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"FAO","",15,152,1522,23,29,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"UNDAC","",15,152,1522,22,30,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Google","",12,121,,23,31,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"Not Defined","",15,152,1522,23,32,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Not Defined","",12,121,,21,33,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Not Defined","",11,112,1121,21,34,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA","",15,152,1521,,35,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"CANADEM","",16,162,1621,21,38,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA FCSS","",15,152,1521,23,41,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"UNOCHA","",15,152,1521,23,42,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"French civil protection directorate","",18,183,1831,23,44,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"OCHA","",15,152,1521,23,46,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"OCHA","",15,152,1521,23,48,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"FAO","",15,152,1522,23,49,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Rescue South Africa","",16,162,1621,23,51,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"UNOCHA","",15,152,1521,23,56,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"ocha","",15,152,1521,21,57,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA","",15,152,1521,23,58,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Not Defined","",15,152,1521,21,62,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"OCHA Rolac","",15,152,1521,23,65,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Nus / ihp","",18,183,1834,22,66,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA","",15,152,1521,23,67,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"@Fire","",,,,21,70,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"THW","",15,153,,21,71,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Hellenic Fire Service","",18,183,1831,21,74,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"MERCY Malaysia","",16,162,1622,21,76,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"European Commission (ECHO)","",11,112,1122,21,80,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"INTERSOS","",16,162,1623,21,82,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"OCHA/UNEP","",15,152,1521,23,85,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"Bomberos Quito","",18,,,21,86,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Civile protection","",18,183,1831,21,88,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Civil protection Belgium","",15,153,,21,90,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"SDC (GIAR)","",11,112,1121,23,92,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"UK ISAR","",18,183,1831,21,94,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Team Rubicon UK","",16,162,1621,21,100,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Not Defined","",13,,,23,102,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Humanity Road","",16,162,1621,23,104,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"UNEP","",15,152,1521,23,105,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Not Defined","",16,162,1621,21,106,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"IFRC","",15,151,1512,21,108,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"FB1_INFO_PRODUCTS_COORDINATION","1"
"Not Defined","",,,,23,112,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"FB1_INFO_PRODUCTS_COORDINATION",
"Not Defined","",15,153,,23,114,-1,"FB1_INFO_PRODUCTS_COORDINATION","0"
"WFP","",15,152,1522,21,1,-1,"FB1_INFO_PRODUCTS_ACCESS",
"THW Germany","",18,183,1834,21,9,-1,"FB1_INFO_PRODUCTS_ACCESS",
"WFP","",15,152,1522,21,10,-1,"FB1_INFO_PRODUCTS_ACCESS",
"OCHA","",15,152,1521,21,15,-1,"FB1_INFO_PRODUCTS_ACCESS",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"FB1_INFO_PRODUCTS_ACCESS",
"OCHA","",15,,,21,17,-1,"FB1_INFO_PRODUCTS_ACCESS",
"WIPO security","UN agency",15,152,1522,23,18,-1,"FB1_INFO_PRODUCTS_ACCESS","0"
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"FB1_INFO_PRODUCTS_ACCESS",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"FB1_INFO_PRODUCTS_ACCESS",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"FB1_INFO_PRODUCTS_ACCESS",
"UNDP","",15,152,1522,23,23,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Deutsche Post DHL Group","",12,121,,23,24,-1,"FB1_INFO_PRODUCTS_ACCESS","0"
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"FB1_INFO_PRODUCTS_ACCESS",
"Ericsson Response","",12,121,,23,27,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Not Defined","",15,152,1522,22,28,-1,"FB1_INFO_PRODUCTS_ACCESS",
"FAO","",15,152,1522,23,29,-1,"FB1_INFO_PRODUCTS_ACCESS","0"
"UNDAC","",15,152,1522,22,30,-1,"FB1_INFO_PRODUCTS_ACCESS",
"Google","",12,121,,23,31,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Not Defined","",15,152,1522,23,32,-1,"FB1_INFO_PRODUCTS_ACCESS","1"
"Not Defined","",12,121,,21,33,-1,"FB1_INFO_PRODUCTS_ACCESS",
"Not Defined","",11,112,1121,21,34,-1,"FB1_INFO_PRODUCTS_ACCESS",
"OCHA","",15,152,1521,,35,-1,"FB1_INFO_PRODUCTS_ACCESS",
